fecha_carga,comprobantes,monto,clae,clae6_desc,edicion,clae2,clae2_desc,clae3,clae3_desc,letra,letra_desc
2021-12-29,132,2115830.57,939090,Servicios de entretenimiento n.c.p.,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-29,239,9050625.82,942000,Servicios de sindicatos,previaje 2,94,Servicios de asociaciones,942,Servicios de sindicatos,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-29,19,2241277,949910,"Servicios de mutuales, excepto mutuales de salud y financieras",previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-29,15,901860,949990,Servicios de asociaciones n.c.p.,previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-30,214,3142384,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,4,12340,492110,Servicio de transporte automotor urbano y suburbano regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,61,487997.35,492140,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,10160,146269317.46,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,26,341886,492160,Servicio de transporte automotor interurbano no regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,391,4958940.35,492180,Servicio de transporte automotor turístico de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,217,3203562.63,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,92,1209424.71,501100,Servicio de transporte marítimo de pasajeros,previaje 2,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,126,2221494.88,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 2,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,13911,422033818.64,511000,Servicio de transporte aéreo de pasajeros,previaje 2,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-30,8551,500263050.09,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-30,8433,444465856.56,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-30,2861,150477856.03,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-30,215,7592957.37,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 2,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-30,1304,46239616.35,771110,Alquiler de automóviles sin conductor,previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,104,2035273.96,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,32,768001.28,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,32987,2147540679.02,791100,Servicios minoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,1559,118966601.93,791200,Servicios mayoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,436,7825489.9,791901,Servicios de turismo aventura,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,648,10974971.61,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-30,1151,12477344.5,900011,Producción de espectáculos teatrales y musicales,previaje 2,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,7,81675,900091,"Servicios de espectáculos artísticos n.c.p. (Incluye espectáculos circenses, de títeres, mimos, etc.)",previaje 2,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,8,32030,910200,Servicios de museos y preservación de lugares y edificios históricos,previaje 2,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,75,643786.01,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 2,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,45,337517,939010,Servicios de parques de diversiones y parques temáticos,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,174,2394364,939090,Servicios de entretenimiento n.c.p.,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-30,133,5523936.1,942000,Servicios de sindicatos,previaje 2,94,Servicios de asociaciones,942,Servicios de sindicatos,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-30,12,850700,949910,"Servicios de mutuales, excepto mutuales de salud y financieras",previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-30,23,1411176,949990,Servicios de asociaciones n.c.p.,previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-31,56,940827,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,16,70200,492110,Servicio de transporte automotor urbano y suburbano regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,64,523919,492140,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,9600,147644977.16,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,5,85100,492160,Servicio de transporte automotor interurbano no regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,380,3387372.89,492180,Servicio de transporte automotor turístico de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,229,3007438.93,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,117,1788978.09,501100,Servicio de transporte marítimo de pasajeros,previaje 2,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,134,2803326.86,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 2,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,14973,457470565.53,511000,Servicio de transporte aéreo de pasajeros,previaje 2,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2021-12-31,7211,421652002.53,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-31,6901,372077599.13,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-31,2285,115436570.51,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-31,198,7344344.17,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 2,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2021-12-31,1127,36519240.72,771110,Alquiler de automóviles sin conductor,previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,116,2473139.87,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,29,834785.01,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,25225,1606497572.48,791100,Servicios minoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,1300,101008628.5,791200,Servicios mayoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,386,7262166.16,791901,Servicios de turismo aventura,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,665,12313753.84,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2021-12-31,595,5436276.92,900011,Producción de espectáculos teatrales y musicales,previaje 2,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,3,40087,900091,"Servicios de espectáculos artísticos n.c.p. (Incluye espectáculos circenses, de títeres, mimos, etc.)",previaje 2,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,3,6000,910200,Servicios de museos y preservación de lugares y edificios históricos,previaje 2,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,73,612057.16,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 2,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,48,447395.09,939010,Servicios de parques de diversiones y parques temáticos,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,149,2173003,939090,Servicios de entretenimiento n.c.p.,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2021-12-31,33,1425678,942000,Servicios de sindicatos,previaje 2,94,Servicios de asociaciones,942,Servicios de sindicatos,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-31,6,594924,949910,"Servicios de mutuales, excepto mutuales de salud y financieras",previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2021-12-31,21,1788128.93,949990,Servicios de asociaciones n.c.p.,previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2022-01-01,9,198226,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,4,11600,492110,Servicio de transporte automotor urbano y suburbano regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,18,182192.54,492140,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,2079,30585981.57,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,97,1199873.41,492180,Servicio de transporte automotor turístico de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,31,281134.68,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,16,198110,501100,Servicio de transporte marítimo de pasajeros,previaje 2,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,13,195273.1,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 2,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,4496,144859689.62,511000,Servicio de transporte aéreo de pasajeros,previaje 2,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-01,1617,98367289.81,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-01,1327,73362228.95,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-01,470,23664616.9,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-01,42,1568221,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 2,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-01,273,8460570.94,771110,Alquiler de automóviles sin conductor,previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,23,380882.98,771190,"Alquiler de vehículos automotores n.c.p., sin conductor ni operarios (Incluye: camiones, remolques, etc.)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,3,37591.7,771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)",previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,7053,412114498.56,791100,Servicios minoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,221,15845012.98,791200,Servicios mayoristas de agencias de viajes,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,82,1518937.3,791901,Servicios de turismo aventura,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,124,2872338.6,791909,Servicios complementarios de apoyo turístico n.c.p.,previaje 2,79,"Agencias de viajes, servicios de reservas y actividades conexas",791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
2022-01-01,118,1795202.5,900011,Producción de espectáculos teatrales y musicales,previaje 2,90,Servicios artísticos y de espectáculos,900,Servicios artísticos y de espectáculos,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2022-01-01,20,171143.75,910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales",previaje 2,91,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",910,"Servicios de bibliotecas, archivos y museos y  servicios culturales ncp",R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2022-01-01,9,66834,939010,Servicios de parques de diversiones y parques temáticos,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2022-01-01,39,651600,939090,Servicios de entretenimiento n.c.p.,previaje 2,93,"Actividades deportivas, recreativas y de entretenimiento",939,Servicios de esparcimiento ncp,R,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
2022-01-01,12,600737.98,942000,Servicios de sindicatos,previaje 2,94,Servicios de asociaciones,942,Servicios de sindicatos,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2022-01-01,3,383880,949990,Servicios de asociaciones n.c.p.,previaje 2,94,Servicios de asociaciones,949,Servicios de asociaciones ncp,S,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
2022-01-02,14,245600,491120,Servicio de transporte ferroviario interurbano de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,491,Servicio de transporte ferroviario,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,3,36600,492110,Servicio de transporte automotor urbano y suburbano regular de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,13,112777,492140,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,2635,36687700.92,492150,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,98,1157574.31,492180,Servicio de transporte automotor turístico de pasajeros,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,44,377103.3,492190,Servicio de transporte automotor de pasajeros n.c.p.,previaje 2,49,Transporte terrestre y por tuberías,492,Servicio de transporte automotor,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,9,106690,501100,Servicio de transporte marítimo de pasajeros,previaje 2,50,Transporte marítimo y pluvial,501,Servicio de transporte marítimo,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,4,110968.5,502101,Servicio de transporte fluvial y lacustre de pasajeros,previaje 2,50,Transporte marítimo y pluvial,502,Servicio de transporte fluvial y lacustre,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,5015,155995630.24,511000,Servicio de transporte aéreo de pasajeros,previaje 2,51,Transporte aéreo,511,Servicio de transporte aéreo de pasajeros,H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
2022-01-02,1366,77527722.13,551022,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-02,1331,71411464.34,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-02,469,24688684.09,551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",previaje 2,55,Servicios de alojamiento,551,"Servicios de alojamiento, excepto en camping",I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-02,37,1306899.53,552000,Servicios de alojamiento en campings (Incluye refugios de montaña),previaje 2,55,Servicios de alojamiento,552,Servicios de alojamiento en campings,I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
2022-01-02,198,6960163.6,771110,Alquiler de automóviles sin conductor,previaje 2,77,Alquiler y leasing,771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
